dataset,seed,ARI,NMI,AMI,Homogeneity,V-measure,Silhouette
10x_human_lymph_node_D1,123,0.23774143494505154,0.34894346796841913,0.3434693873001951,0.38432201371230584,0.34894346796841913,0.2040369
10x_human_lymph_node_D1,1234,0.19387934355932868,0.3592157197651899,0.3540225968336248,0.41947717744989793,0.3592157197651899,0.26362067
10x_human_lymph_node_D1,2022,0.1897639291577197,0.3476633099245965,0.3424168787129843,0.40832409697732613,0.3476633099245965,0.23321812
10x_human_lymph_node_D1,2023,0.20351088908578885,0.35923035485491683,0.3540199417730086,0.4178927205100131,0.35923035485491683,0.23113158
10x_human_lymph_node_D1,2024,0.19366327435401487,0.3465613611587112,0.3412878938325533,0.40585216061247986,0.3465613611587112,0.22136156
10x_human_lymph_node_D1,1337,0.16872322654951957,0.33885995329903773,0.3336367691504811,0.4069481429252317,0.3388599532990378,0.23012416
Mouse_Brain_E11_S1,42,0.2854856178844189,0.417605193211007,0.4110221811783207,0.49145351053337677,0.4176051932110069,0.23845431
Mouse_Brain_E11_S1,0,0.3402874691361808,0.46693713920969304,0.46089430763357914,0.5456772983001305,0.466937139209693,0.2425048
Mouse_Brain_E11_S1,1,0.30370757834160794,0.4171635648054728,0.41064678830392143,0.5009915146959036,0.41716356480547273,0.21627373
Mouse_Brain_E11_S1,7,0.36666831662581484,0.4271161627021673,0.4206025340231027,0.5010081454445061,0.42711616270216723,0.24043222
Mouse_Brain_E11_S1,123,0.33878760503033833,0.44372310321654107,0.4372925341592576,0.49643883345034384,0.44372310321654107,0.19536556
Mouse_Brain_E11_S1,1234,0.30502323486261596,0.4270523426368486,0.42053800575488354,0.4916905565050642,0.42705234263684866,0.26041383
Mouse_Brain_E11_S1,2022,0.30526986253577687,0.4388991016137001,0.43256495293732666,0.5187359780262438,0.4388991016137001,0.17675015
Mouse_Brain_E11_S1,2023,0.26043480655595436,0.40766276117300954,0.4009652523019808,0.47951091848853383,0.4076627611730096,0.23425922
Mouse_Brain_E11_S1,2024,0.3449878978061861,0.4427214808047916,0.4363302048756407,0.5076678221070404,0.44272148080479157,0.26303038
Mouse_Brain_E11_S1,1337,0.33004223139661715,0.41491870927253555,0.4082831304768137,0.4870545716070838,0.4149187092725355,0.20616733
Mouse_Brain_E13_S1,42,0.2270969161358121,0.4678190337944825,0.4589769290034415,0.5627923100040251,0.4678190337944825,0.2462473
Mouse_Brain_E13_S1,0,0.22556147596377693,0.4517339936840644,0.44271668002155445,0.5530009253245873,0.4517339936840644,0.21687831
Mouse_Brain_E13_S1,1,0.2759707433481642,0.46626152551127087,0.4574583762164239,0.569048331967714,0.46626152551127087,0.20816468
Mouse_Brain_E13_S1,7,0.23424828400934647,0.4529616027099628,0.4439544208457312,0.5543624980932335,0.4529616027099628,0.22594453
Mouse_Brain_E13_S1,123,0.2134474139855411,0.4573112258325518,0.4483546027619341,0.5577705328947642,0.45731122583255174,0.24389178
Mouse_Brain_E13_S1,1234,0.2258437571332444,0.4654761105745264,0.4566035298960403,0.5619828625227025,0.4654761105745264,0.23683998
Mouse_Brain_E13_S1,2022,0.22234086514063106,0.44589152040573127,0.4367275645735866,0.5407547039360263,0.4458915204057313,0.20486787
Mouse_Brain_E13_S1,2023,0.159637030667432,0.4226661696239062,0.4129438896437527,0.4953244687900694,0.4226661696239062,0.25775623
Mouse_Brain_E13_S1,2024,0.26641935056016985,0.4769085109918956,0.46827290001207456,0.5800701044603604,0.4769085109918955,0.2351643
Mouse_Brain_E13_S1,1337,0.1894215136658743,0.4230446943813703,0.41360250502239604,0.5226894694544806,0.4230446943813703,0.23200108
Mouse_Brain_E15_S1,42,0.5681362438255023,0.6115287334100434,0.6055650458237178,0.6230119361467149,0.6115287334100435,0.30276066
Mouse_Brain_E15_S1,0,0.39620191338416655,0.5740153694111747,0.5676894051760036,0.6020989426629817,0.5740153694111747,0.23543327
Mouse_Brain_E15_S1,1,0.45749979273848057,0.5760481119577017,0.5695570924908877,0.5886016648945549,0.5760481119577018,0.21855262
Mouse_Brain_E15_S1,7,0.25743944463094465,0.5258860803788833,0.5188379575553744,0.5496969450059355,0.5258860803788833,0.19205095
Mouse_Brain_E15_S1,123,0.3027368250249215,0.5783601568261916,0.5720408981612798,0.6012384290904116,0.5783601568261916,0.21739313
Mouse_Brain_E15_S1,1234,0.2903683347436704,0.5227845370948452,0.5158054092465942,0.5468807157523744,0.5227845370948452,0.19084078
Mouse_Brain_E15_S1,2022,0.3376740789254925,0.559699577739567,0.5529334665507464,0.5693202673595461,0.5596995777395669,0.19648679
Mouse_Brain_E15_S1,2023,0.47019083270086415,0.5811006120787158,0.5745800727960121,0.584734040699831,0.5811006120787158,0.1979952
Mouse_Brain_E15_S1,2024,0.44169237388836524,0.5863380483613356,0.5800310060091018,0.6013926879731896,0.5863380483613356,0.22985157
Mouse_Brain_E15_S1,1337,0.2832258022196925,0.5447656842217725,0.5378673906986355,0.5611404415727682,0.5447656842217725,0.19758885
Mouse_Brain_E18_S1,42,0.3499118426487389,0.5623425286749757,0.5542810559231759,0.6099443751864,0.5623425286749757,0.24215749
Mouse_Brain_E18_S1,0,0.3887360837196559,0.5554838412006511,0.5473702406852651,0.6089497931023111,0.5554838412006512,0.2547858
Mouse_Brain_E18_S1,1,0.36601321760213595,0.5821842380166815,0.5745772698437375,0.640482024801439,0.5821842380166815,0.22336471
Mouse_Brain_E18_S1,7,0.37796474720348106,0.5614912649609016,0.5534357479375689,0.6108305400740827,0.5614912649609015,0.26890516
Mouse_Brain_E18_S1,123,0.3789327246106454,0.5715313558360572,0.563624593108623,0.6177928477236273,0.5715313558360572,0.24542041
Mouse_Brain_E18_S1,1234,0.4263312970695302,0.6044132907626754,0.5971419613941,0.6552734357517723,0.6044132907626755,0.23974264
Mouse_Brain_E18_S1,2022,0.3772631947205013,0.5606292166185578,0.552568874105117,0.611085239783739,0.5606292166185578,0.22704491
Mouse_Brain_E18_S1,2023,0.3953457703262728,0.5888966434840404,0.5813574144005089,0.6404619806512472,0.5888966434840404,0.21707603
Mouse_Brain_E18_S1,2024,0.32759294521843363,0.5590411644304702,0.5509762586430255,0.6087885678899712,0.5590411644304702,0.20469992
Mouse_Brain_E18_S1,1337,0.34032083557178733,0.5412017207211733,0.5328042094894875,0.5904973086507196,0.5412017207211732,0.214151
