dataset,seed,ARI,NMI,AMI,Homogeneity,V-measure,Silhouette
Mouse_Brain_E11_S1,2022,0.4955652917340344,0.5371091166376173,0.5315759806467943,0.5854788577375256,0.5371091166376173,0.17148748
Mouse_Brain_E11_S1,2023,0.45189526580590716,0.5006067713669079,0.49467409897349934,0.5508268486922651,0.5006067713669079,0.17034517
Mouse_Brain_E11_S1,2024,0.4055734461437241,0.5210348013380975,0.5154684384614372,0.5885538467386587,0.5210348013380975,0.21525341
Mouse_Brain_E11_S1,1337,0.39277595938463933,0.5011802504691839,0.49539933328850444,0.5707967802000544,0.5011802504691839,0.17528172
Mouse_Brain_E13_S1,42,0.09036686413476522,0.2701388657913959,0.25783788181575973,0.31930860487922763,0.2701388657913959,0.08928509
Mouse_Brain_E13_S1,0,0.09126784753619169,0.2645984743576428,0.252194859319194,0.3121789920811132,0.2645984743576428,0.09203568
Mouse_Brain_E13_S1,1,0.11564148653624537,0.30307657760367757,0.29118801170866776,0.3524384565209716,0.30307657760367757,0.11697297
Mouse_Brain_E13_S1,7,0.0900298138516114,0.2805766048528903,0.2686050500289956,0.3377572066642088,0.2805766048528903,0.105069526
Mouse_Brain_E13_S1,123,0.07818160893198885,0.26912822423633853,0.25696091021554707,0.3229713749694603,0.26912822423633853,0.08760994
Mouse_Brain_E13_S1,1234,0.12635473078641205,0.3316729949944668,0.3204349311642347,0.3945336046868343,0.3316729949944668,0.1278237
Mouse_Brain_E13_S1,2022,0.07374937485224817,0.2676051954826156,0.25522331613178034,0.3130728921687081,0.2676051954826155,0.0869491
Mouse_Brain_E13_S1,2023,0.09180570020435078,0.27022825600587336,0.258069734176683,0.32464344538779666,0.27022825600587336,0.08998531
Mouse_Brain_E13_S1,2024,0.10383400132267823,0.28537527274486996,0.2734228333325079,0.34144428273388033,0.28537527274486996,0.09684928
Mouse_Brain_E13_S1,1337,0.08177156297664656,0.27459558028471104,0.2621279630081067,0.31477505178049997,0.274595580284711,0.099416174
Mouse_Brain_E15_S1,42,0.36454574613054885,0.5077723183605208,0.5002526182760013,0.5202272601276039,0.507772318360521,0.1652822
Mouse_Brain_E15_S1,0,0.36494327401682347,0.5274272685630973,0.5200526857157283,0.5309122380128685,0.5274272685630972,0.16285233
Mouse_Brain_E15_S1,1,0.37416090451322936,0.5262693930417228,0.5190432592968187,0.5391292514825745,0.5262693930417228,0.16087943
Mouse_Brain_E15_S1,7,0.3976016713624145,0.5448422513834411,0.5379958274629004,0.5651903296142279,0.5448422513834411,0.17786822
Mouse_Brain_E15_S1,123,0.5277360759243378,0.5568725703283496,0.5498712159765279,0.5532627969458936,0.5568725703283496,0.16890372
Mouse_Brain_E15_S1,1234,0.38514466431173766,0.5295340877584676,0.522364441642257,0.5436171877509426,0.5295340877584677,0.16202466
Mouse_Brain_E15_S1,2022,0.37504484145422823,0.5185786816951509,0.5111200207014533,0.5251075147003513,0.5185786816951509,0.15576631
Mouse_Brain_E15_S1,2023,0.380332524150101,0.5372792459168902,0.5302724446449016,0.5543488096792116,0.5372792459168904,0.17302972
Mouse_Brain_E15_S1,2024,0.3698541886309386,0.5198329100709932,0.5124803433296546,0.5319327757870551,0.5198329100709933,0.16140291
Mouse_Brain_E15_S1,1337,0.38599863823549446,0.5382757785599604,0.5312144482997346,0.5511252056087176,0.5382757785599603,0.1811781
Mouse_Brain_E18_S1,42,0.4868101894007815,0.5953600794545755,0.5877295205557422,0.6265146888691397,0.5953600794545754,0.13379224
Mouse_Brain_E18_S1,0,0.342310195897039,0.5702353989931508,0.5622708758726097,0.6141612560174065,0.5702353989931506,0.13478635
Mouse_Brain_E18_S1,1,0.34414848054091035,0.562853856499218,0.5547327269656297,0.603590667395952,0.562853856499218,0.12764998
Mouse_Brain_E18_S1,7,0.44067076102741354,0.5711569448034006,0.5630554962161967,0.5999485285595684,0.5711569448034007,0.13783896
Mouse_Brain_E18_S1,123,0.37067424077483135,0.5734016325922666,0.5654876943945197,0.6145524503544252,0.5734016325922667,0.13962626
Mouse_Brain_E18_S1,1234,0.5059183888952924,0.6101799339518091,0.6028137704132942,0.6399379248622892,0.6101799339518091,0.13154176
Mouse_Brain_E18_S1,2022,0.3662931582463358,0.5686509652946931,0.5606963320722279,0.6138748551785781,0.5686509652946932,0.12507409
Mouse_Brain_E18_S1,2023,0.3444020925331566,0.566760526818072,0.5588261680683383,0.6181761418723835,0.5667605268180721,0.12287162
Mouse_Brain_E18_S1,2024,0.427874092136461,0.5723836680466831,0.5643362197698458,0.6050200562859788,0.5723836680466831,0.124089405
Mouse_Brain_E18_S1,1337,0.38724830662261656,0.5928158430449535,0.5852678346713611,0.6354782142816857,0.5928158430449536,0.12765455
