dataset,seed,ARI,NMI,AMI,Homogeneity,V-measure,Silhouette
Mouse_Brain_E11_S1,2022,0.4929403949257523,0.5387343035802441,0.5332189489397385,0.5870160778395126,0.5387343035802441,0.17290567
Mouse_Brain_E11_S1,2023,0.46062660454206067,0.5194404977713863,0.5137024644376856,0.566771122743163,0.5194404977713863,0.19429727
Mouse_Brain_E11_S1,2024,0.3913682420117268,0.49303888690955,0.4871768613538823,0.5637011545566712,0.49303888690955,0.17248283
Mouse_Brain_E11_S1,1337,0.4613743332062474,0.5243838473103045,0.5187460785962403,0.5778868670033316,0.5243838473103044,0.19737579
Mouse_Brain_E13_S1,42,0.08603707710661697,0.2727586816042396,0.26043320809237663,0.3196231739328957,0.2727586816042396,0.09330998
Mouse_Brain_E13_S1,0,0.10254956733524628,0.2808834494549414,0.2687613490850202,0.33268279982525817,0.28088344945494137,0.095447615
Mouse_Brain_E13_S1,1,0.1154879236990207,0.3042177868887196,0.2923411010079452,0.35358477474282374,0.30421778688871953,0.11616639
Mouse_Brain_E13_S1,7,0.08952609901559729,0.28110101361875817,0.2691395012124139,0.3384281387657261,0.28110101361875817,0.10415953
Mouse_Brain_E13_S1,123,0.08814050039799674,0.259474396497848,0.24708202469702786,0.3097641845080219,0.2594743964978479,0.0928014
Mouse_Brain_E13_S1,1234,0.1021804040186606,0.29482226078836293,0.2828629931599495,0.34505408534377147,0.29482226078836293,0.112626694
Mouse_Brain_E13_S1,2022,0.09411148285270785,0.2986897542691854,0.2866218605472737,0.3407208650809922,0.29868975426918537,0.110558726
Mouse_Brain_E13_S1,2023,0.10567859245306503,0.2966395033173249,0.28475569609169643,0.3494047994366662,0.2966395033173249,0.09704793
Mouse_Brain_E13_S1,2024,0.10434251147066409,0.2852221744435045,0.27326884533172296,0.3413241986922643,0.28522217444350456,0.09706537
Mouse_Brain_E13_S1,1337,0.08161465352666751,0.27321150376115083,0.2607142287927015,0.3130529671776143,0.27321150376115083,0.10061044
Mouse_Brain_E15_S1,42,0.365039798398237,0.5071551263001565,0.499620470302159,0.5192901816728511,0.5071551263001565,0.16520034
Mouse_Brain_E15_S1,0,0.3694785027771162,0.5139327647183873,0.5062113997824648,0.5092604489772937,0.5139327647183872,0.13705012
Mouse_Brain_E15_S1,1,0.3718110338258305,0.5260336359588167,0.5187760023040991,0.5368824039796714,0.5260336359588167,0.16331612
Mouse_Brain_E15_S1,7,0.3999061869372046,0.5391577628856087,0.5323245409422549,0.5658611533389688,0.5391577628856086,0.17677654
Mouse_Brain_E15_S1,123,0.5245540342274005,0.5560620919746302,0.549054491003278,0.5529123250588769,0.5560620919746303,0.16898707
Mouse_Brain_E15_S1,1234,0.3601618657227151,0.5192506671250745,0.5119426219305976,0.5341800064534361,0.5192506671250745,0.16420583
Mouse_Brain_E15_S1,2022,0.38057963360896657,0.5215518616808197,0.5140540985957367,0.5223143871565455,0.5215518616808196,0.15697037
Mouse_Brain_E15_S1,2023,0.3803443599293496,0.5367966959595577,0.5297787687604975,0.5535994245171045,0.5367966959595578,0.17281884
Mouse_Brain_E15_S1,2024,0.550664625001465,0.5549665214859533,0.5480079668980641,0.5566867427671032,0.5549665214859532,0.15782407
Mouse_Brain_E15_S1,1337,0.38877305932863093,0.5407248599908089,0.5336955180648116,0.553266177370141,0.5407248599908089,0.1816688
Mouse_Brain_E18_S1,42,0.45282584411677185,0.5875875549511559,0.5798889864394298,0.6271315888945372,0.5875875549511559,0.13576238
Mouse_Brain_E18_S1,0,0.4482937565150115,0.577567987401646,0.5695465155654557,0.6034983998265858,0.577567987401646,0.12524402
Mouse_Brain_E18_S1,1,0.3499567068647922,0.5639881677847794,0.5558812956042823,0.6043273587740512,0.5639881677847796,0.12832287
Mouse_Brain_E18_S1,7,0.44474189989110113,0.5736538374978041,0.56559656607331,0.6028344415103168,0.5736538374978041,0.14135939
Mouse_Brain_E18_S1,123,0.47283063793229424,0.58111264254986,0.5732058862541332,0.6105767732634684,0.5811126425498598,0.13085689
Mouse_Brain_E18_S1,1234,0.5054592287485189,0.6029078951201041,0.5954300841549848,0.6352007545657147,0.6029078951201041,0.14398612
Mouse_Brain_E18_S1,2022,0.48171108028910004,0.5917084149094909,0.5840618091644445,0.6286906470311114,0.591708414909491,0.1283811
Mouse_Brain_E18_S1,2023,0.4732288540780748,0.5905278337432779,0.5828763796987506,0.6284176877255427,0.5905278337432779,0.12313179
Mouse_Brain_E18_S1,2024,0.4271291383352468,0.5734245075103599,0.5654921531834941,0.615735272101659,0.5734245075103598,0.12574337
Mouse_Brain_E18_S1,1337,0.38265260440338644,0.5843286150317808,0.576644191814451,0.6284155548739343,0.5843286150317809,0.12939906
