dataset,seed,ARI,NMI,AMI,Homogeneity,V-measure,Silhouette
10x_human_lymph_node_D1,1234,0.18803156806162144,0.3370333831241905,0.33172724284605726,0.397907924099318,0.3370333831241905,0.24777359
10x_human_lymph_node_D1,2022,0.2917472991025675,0.37638699709727563,0.3711525068231312,0.41823688930048025,0.3763869970972756,0.17706972
10x_human_lymph_node_D1,2023,0.23309123200412532,0.37004465957894356,0.36488563151146003,0.42304031241500695,0.37004465957894356,0.24681422
10x_human_lymph_node_D1,2024,0.19334026286132047,0.34220182120966464,0.3369325170820375,0.4035081177251876,0.3422018212096646,0.2766735
10x_human_lymph_node_D1,1337,0.19656088935419536,0.3445348027309302,0.3392226506250943,0.4014187013721846,0.3445348027309301,0.2565786
Mouse_Brain_E11_S1,42,0.43488860059304457,0.47428014065481267,0.468205062513513,0.5422447382896884,0.4742801406548128,0.24166936
Mouse_Brain_E11_S1,0,0.3099424211696192,0.42899940913450707,0.42254331127164463,0.5069132784424947,0.42899940913450707,0.17030805
Mouse_Brain_E11_S1,1,0.36848288415275854,0.4504438961300514,0.4441688721769389,0.5241321304045327,0.45044389613005137,0.18576871
Mouse_Brain_E11_S1,7,0.4170037486890076,0.47023276030304023,0.46409403954941486,0.5319943879975841,0.4702327603030403,0.31057602
Mouse_Brain_E11_S1,123,0.3893833774521016,0.45620888075201654,0.4499816673350562,0.5258485039654348,0.4562088807520166,0.21085346
Mouse_Brain_E11_S1,1234,0.42598972005388724,0.4897334976587969,0.4839390925313873,0.5738762737395988,0.4897334976587969,0.16175629
Mouse_Brain_E11_S1,2022,0.38724551167143406,0.4276412498322063,0.4211455911002617,0.5027671990331328,0.42764124983220625,0.21153769
Mouse_Brain_E11_S1,2023,0.38646902584827514,0.4856345568941869,0.47970608977439916,0.5576040317376785,0.48563455689418694,0.108050026
Mouse_Brain_E11_S1,2024,0.330715219078968,0.43196810790518675,0.42549392142703535,0.5045588814460681,0.43196810790518675,0.2125198
Mouse_Brain_E11_S1,1337,0.3397426970171499,0.4485594925549892,0.4422774681771469,0.5218724358147341,0.44855949255498917,0.15468435
Mouse_Brain_E13_S1,42,0.2542755591079675,0.46072246468823186,0.4518644062212787,0.565980363203035,0.4607224646882318,0.15818577
Mouse_Brain_E13_S1,0,0.272456318150164,0.4572661020374455,0.44829399270691034,0.5520776168747344,0.4572661020374455,0.15250753
Mouse_Brain_E13_S1,1,0.2629347328982698,0.44992665367118445,0.4408564248815304,0.5472852410736578,0.44992665367118445,0.16516814
Mouse_Brain_E13_S1,7,0.20927643457328,0.420932038169037,0.4114389447657084,0.5185122079026214,0.420932038169037,0.13037823
Mouse_Brain_E13_S1,123,0.24505313877866067,0.46367937717608476,0.4548074180741849,0.5614639084738997,0.46367937717608476,0.16542457
Mouse_Brain_E13_S1,1234,0.24983441525632546,0.4521532543456647,0.44303469576016435,0.5338734973324568,0.4521532543456647,0.18273981
Mouse_Brain_E13_S1,2022,0.28788935399072896,0.4605383752610571,0.4515038568746808,0.5468986502989289,0.4605383752610571,0.17477256
Mouse_Brain_E13_S1,2023,0.2586305042712554,0.470591347113741,0.461890089015594,0.575741468898891,0.470591347113741,0.12539876
Mouse_Brain_E13_S1,2024,0.28471667548392615,0.4824140319475588,0.4738514878339278,0.5843749314863219,0.48241403194755883,0.16290575
Mouse_Brain_E13_S1,1337,0.21811260115676864,0.43361226867521785,0.4243287902137111,0.513146368344149,0.4336122686752178,0.15139188
Mouse_Brain_E15_S1,42,0.43005008443922427,0.5882133924413908,0.5821253340434256,0.6194902780844422,0.5882133924413909,0.16867158
Mouse_Brain_E15_S1,0,0.3156762236561435,0.528067115109224,0.5211299439869845,0.558426382972636,0.5280671151092239,0.1377323
Mouse_Brain_E15_S1,1,0.40383780243565537,0.5444664062731971,0.5376570849784059,0.5648281836198344,0.5444664062731971,0.17128801
Mouse_Brain_E15_S1,7,0.5850426870757,0.6173208234584886,0.611609020934305,0.6436156343041054,0.6173208234584885,0.27155542
Mouse_Brain_E15_S1,123,0.40906380917986385,0.5873030696879169,0.5810896371585167,0.6103273733018503,0.5873030696879168,0.19444767
Mouse_Brain_E15_S1,1234,0.44638072960048836,0.5515382126947249,0.5445577561988537,0.5545480733374608,0.5515382126947248,0.18266745
Mouse_Brain_E15_S1,2022,0.45174137022893035,0.5579798760108223,0.551443591605503,0.5867958436426308,0.5579798760108223,0.17637175
Mouse_Brain_E15_S1,2023,0.3534127931600017,0.5426974564087301,0.535710146369837,0.554546908447412,0.5426974564087301,0.14065395
Mouse_Brain_E15_S1,2024,0.5134855303353159,0.6043438173664799,0.5983226747250264,0.620481671695,0.60434381736648,0.21603537
Mouse_Brain_E15_S1,1337,0.5662370304949402,0.6098389944800763,0.6037381336951781,0.6104279407502966,0.6098389944800763,0.22089894
Mouse_Brain_E18_S1,42,0.3642900557850547,0.5841178625913843,0.5765489296548718,0.6430129303967065,0.5841178625913843,0.20838608
Mouse_Brain_E18_S1,0,0.5456481102926721,0.5833875645774131,0.5754940350753858,0.6107970419710492,0.5833875645774131,0.20369446
Mouse_Brain_E18_S1,1,0.3961801308437846,0.5790826644614989,0.5713224986314026,0.6251484378618489,0.5790826644614989,0.24500766
Mouse_Brain_E18_S1,7,0.415167230730471,0.5950814607846608,0.5876156928692368,0.6440043439552205,0.5950814607846608,0.2157154
Mouse_Brain_E18_S1,123,0.4175410568996911,0.5733987026454227,0.5655198886290932,0.6198982743015691,0.5733987026454227,0.2094576
Mouse_Brain_E18_S1,1234,0.4347770417539003,0.607296105421246,0.6000569688068917,0.6571428225367273,0.607296105421246,0.23894864
Mouse_Brain_E18_S1,2022,0.4049419001849835,0.5957300739188895,0.5883366080150824,0.6509712091416149,0.5957300739188895,0.20131347
Mouse_Brain_E18_S1,2023,0.48295617806532476,0.6063510660871385,0.5990491601628954,0.6495481039796948,0.6063510660871386,0.21781084
Mouse_Brain_E18_S1,2024,0.40142827188152147,0.5957235622801217,0.5883031035154253,0.6477059778272456,0.5957235622801216,0.23069125
Mouse_Brain_E18_S1,1337,0.3932273467477321,0.5746301697917789,0.5668511514151582,0.6273336109490129,0.5746301697917789,0.25866085
